1,1,0.08758625468784109,0.08651640472869954,0.9917184265010351,0.871959369152633
3,1,0.08886482083216206,0.0876993023814557,0.9917184265010351,0.8761953993279917
6,1,0.08839463605200638,0.08725384026222098,0.9917184265010351,0.874607329842932
10,1,0.07482541111140853,0.073811666237667,0.9875776397515528,0.8610544713078939
16,1,0.07358472668119038,0.07266952661930866,0.9875776397515528,0.8558476881233001
20,1,0.0734907938282727,0.07259045767386582,0.989648033126294,0.8568004793289394
1,2,0.0865217521574132,0.0855628984974738,0.989648033126294,0.8680651393872482
3,2,0.0836296598739171,0.08254639578060383,0.9875776397515528,0.8523676880222841
6,2,0.08059872693566177,0.0798210347148294,0.989648033126294,0.866218863699972
10,2,0.07255607671273952,0.07179317232796932,0.989648033126294,0.8564564564564564
16,2,0.0695661147806516,0.06887604839644441,0.989648033126294,0.8541348794629234
20,2,0.06790663596953501,0.0671830310436475,0.989648033126294,0.8578227245687091
1,3,0.08618188625088441,0.08528741578086822,0.989648033126294,0.8664058133035215
3,3,0.08364583542448534,0.08269792167149835,0.9875776397515528,0.8540838176812481
6,3,0.07018436224199764,0.06954739230107107,0.9875776397515528,0.8514943960149439
10,3,0.06654980343237382,0.06562272790741189,0.989648033126294,0.8538226299694189
16,3,0.0634990778315295,0.0627863347960605,0.9917184265010351,0.8570575947478365
20,3,0.0629071655877853,0.06217400560187509,0.989648033126294,0.8541348794629234
1,4,0.086099659129772,0.08512770596003319,0.989648033126294,0.8680287134180011
3,4,0.0812749210699786,0.08026652229983344,0.9875776397515528,0.8578665077473182
6,4,0.06852173785740144,0.06744772885350708,0.989648033126294,0.8450064850843061
10,4,0.06712524863457726,0.06664782180559908,0.9875776397515528,0.849479331019249
16,4,0.06273203411398015,0.06258665947054452,0.9937888198757764,0.8351648351648352
20,4,0.05575790319042975,0.054594819871687544,0.9917184265010351,0.8213353226408057
1,6,0.6931235191860774,0.6931358024771183,1.0,0.99481431378233
3,6,0.08263337026532307,0.08179319180811657,0.9875776397515528,0.8524133663366337
6,6,0.08264981267422464,0.08103550859513281,0.9855072463768116,0.8491761723700887
10,6,0.06655739377492435,0.06593891845011142,0.989648033126294,0.8266860043509789
16,6,0.06471658507057497,0.06416749201221013,0.9875776397515528,0.8116857481247532
20,6,0.062412040981372735,0.060936069913293756,0.9958592132505176,0.8539325842696629
1,9,0.693123388522393,0.693133404324894,1.0,0.99481431378233
3,9,0.693123096576054,0.6931319349251708,1.0,0.99481431378233
6,9,0.6931240624211978,0.6931363048634323,1.0,0.99481431378233
10,9,0.6931231173099585,0.6931339177917841,1.0,0.99481431378233
16,9,0.08322754688707554,0.0836093233357598,0.9855072463768116,0.8510172143974961
20,9,0.0828144759574884,0.08154906597216297,0.9855072463768116,0.8457550226830849
